,line,emsg
493,"get_ipython().run_cell_magic('atcorder', 'https://atcoder.jp/contests/abc233/tasks/abc233_a', 'X, Y= map(str, input().split())\nwhile X<Y:\n    X+=10')",UsageError: Cell magic `%%atcorder` not found.
494,if str(X[-3])<=4:,TypeError: 'float' object is not subscriptable
495,model = Polynomial_deg5,NameError: name 'Polynomial_deg5' is not defined
496,"l=print(str(m.replace('1','9')))",AttributeError: 'NoneType' object has no attribute 'replace'
497,model = FecisionTreeRegressor(),NameError: name 'FecisionTreeRegressor' is not defined
498,print(S[0:K]),TypeError: slice indices must be integers or None or have an __index__ method
499,model.future_importances_,AttributeError: 'LinearRegression' object has no attribute 'future_importances_'
500,df = pd.read_csv('boston.csv'),FileNotFoundError: [Errno 2] No such file or directory: 'boston.csv'
501,"print(""MSE: "", mean_squared_error(y, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [10, 152]"
502,from sklearn.linear_model import MLPRegressor,ImportError: cannot import name 'MLPRegressor' from 'sklearn.linear_model' (/usr/local/lib/python3.7/dist-packages/sklearn/linear_model/__init__.py)
503,model = RANSACRegressorr(),NameError: name 'RANSACRegressorr' is not defined
504,"plot_tree(model, feature_names=X.columns, filled=True)",AttributeError: 'PLSRegression' object has no attribute 'tree_'
505,"get_ipython().run_cell_magic('atcder', 'https://atcoder.jp/contests/abc111/tasks/abc111_a', 'n = int(input())\nprint(1110 - n)')",UsageError: Cell magic `%%atcder` not found.
506,model =GaussianBoostingRegressor(),NameError: name 'GaussianBoostingRegressor' is not defined
507,if N > 4:,TypeError: '>' not supported between instances of 'str' and 'int'
508,from sklearn.ensemble import RandomForestRegresso,ImportError: cannot import name 'RandomForestRegresso' from 'sklearn.ensemble' (/usr/local/lib/python3.7/dist-packages/sklearn/ensemble/__init__.py)
509,"plt.barh(X_train.columns, model.feature_importances_)",AttributeError: 'PLSRegression' object has no attribute 'feature_importances_'
510,model = BaggingRegressor(max_depth=3),NameError: name 'BaggingRegressor' is not defined
511,"plt.barh(X_train.columns[::-1], model.feature_importances[::-1])",AttributeError: 'DecisionTreeRegressor' object has no attribute 'feature_importances'
512,model.feature_importance,AttributeError: 'DecisionTreeRegressor' object has no attribute 'feature_importance'
513,print(a.index(max(a))),ValueError: max() arg is an empty sequence
514,print(int(A * B)),TypeError: can't multiply sequence by non-int of type 'str'
515,"S, T = char(input())",NameError: name 'char' is not defined
516,"l=[int(input()).split("" "") for i in range(x)]",ValueError: invalid literal for int() with base 10: '1 3'
517,model = VotingRegressor(),TypeError: __init__() missing 1 required positional argument: 'estimators'
518,model =   GradientBoostingRegressor(random_state=0),NameError: name 'GradientBoostingRegressor' is not defined
519,    print((str)+'...'),TypeError: unsupported operand type(s) for +: 'type' and 'str'
520,model = Polynomial_deg3(max_depth=5) #max_depthで決定木の深さを設定,NameError: name 'Polynomial_deg3' is not defined
521,y_pred = model.predict(X_test),NotFittedError: This SVR instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.
522,N[0] = S,NameError: name 'S' is not defined
523,model = LinearSVRr(),NameError: name 'LinearSVRr' is not defined
524,model = DecisionTreeRegressor(maxdeapth=3),TypeError: __init__() got an unexpected keyword argument 'maxdeapth'
525,print(N),NameError: name 'N' is not defined
526,"print(""MSE: "", mean_squared_error(x_test,y_pred))",NameError: name 'x_test' is not defined
527,"S[0],S[2] = S[2],SD[0]",NameError: name 'SD' is not defined
528,print(np.array(scores)).mean(()),AttributeError: 'NoneType' object has no attribute 'mean'
529,model = TheilSenRegresso(),NameError: name 'TheilSenRegresso' is not defined
530,model = DecisionTreerRegressor(),NameError: name 'DecisionTreerRegressor' is not defined
531,"print('R2(訓練):', r2_score(y_train, model.predict(X_train)))","ValueError: Found input variables with inconsistent numbers of samples: [152, 354]"
532,if a in int:,TypeError: argument of type 'type' is not iterable
533,"plot_tree(model, feature_names=X.columns[:-1], filled=True)",IndexError: index 11 is out of bounds for axis 0 with size 11
534,N=int(input()),EOFError: 
535,if 0<=N<10:,TypeError: '<=' not supported between instances of 'int' and 'str'
536,  o,NameError: name 'o' is not defined
537,    k_l.append(),TypeError: append() takes exactly one argument (0 given)
538,"mean_list_all = make_mean_list(sample_list, df_keys['keys'])",NameError: name 'make_mean_list' is not defined
539,"X_train_all_name, X_test_all_name = train_test_split(df_all_name,test_size = 0.3)","ValueError: With n_samples=0, test_size=0.3 and train_size=None, the resulting train set will be empty. Adjust any of the aforementioned parameters."
540,for i in range(column_list) :,TypeError: 'list' object cannot be interpreted as an integer
541,"get_ipython().run_cell_magic('atcoder\u3000abc206_b', '', 'N=int(input())\nd=0\nm=0\nwhile True:\n    d+=1\n    m+=d\n    if m>=N:\n      break\nprint(d)')",UsageError: Cell magic `%%atcoder　abc206_b` not found.
542,"get_ipython().run_cell_magic('atcoderhttps://atcoder.jp/contests/abc224/tasks/abc224_a', '', 'S = str(input())\nif S[-1]+S[-2]+S[-3] == ""ist"":\n  print(""ist"")\nelif S[-1]+S[-2] == ""er"":\n  print(""er"")\nelse:\n  break')",UsageError: Cell magic `%%atcoderhttps://atcoder.jp/contests/abc224/tasks/abc224_a` not found.
543,            Num_list.append(int(Data_list[i])),ValueError: invalid literal for int() with base 10: 'p'
544,"a,b,c,d = map(int, input().split())","ValueError: not enough values to unpack (expected 4, got 1)"
545,"if df_uid_all1[[""e → g""]==962.636364]	:",KeyError: False
546,"    k_l.append([split(i,j)])",NameError: name 'split' is not defined
547,keys_list(df_key['keys'][1]),KeyError: 1
548,df_uid_all = df_uid_all.dropna(asix=1),TypeError: dropna() got an unexpected keyword argument 'asix'
549,X_train = X_train_all[sample_list],"KeyError: 'None of [Index([         (\'""\', \'""\'),          (\'""\', \'u\'),          (\'""\', \'2\'),\n                (\'""\', \'b\'),          (\'""\', \'x\'),  (\'""\', \'ArrowLeft\'),\n                (\'""\', \'/\'),          (\'""\', \'>\'),          (\'""\', \'c\'),\n                (\'""\', \'o\'),\n       ...\n            (\'t\', \'Shift\'),          (\'t\', \'=\'), (\'t\', \'ArrowRight\'),\n                (\'t\', \'d\'),          (\'t\', \'[\'),          (\'t\', \'0\'),\n                (\'t\', \'m\'),          (\'t\', \',\'),          (\'t\', \'g\'),\n                (\'t\', \'t\')],\n      dtype=\'object\', length=1600)] are in the [columns]'"
550,"if df_uid_all1[df_uid_all1[""e → g""]==962.636364]	:","ValueError: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
551,"y = x.quantize(Decimal('0'), rounding=ROUND_HALF_UP)",AttributeError: 'str' object has no attribute 'quantize'
552,df_uid_all.columns = column_list,"ValueError: Length mismatch: Expected axis has 1601 elements, new values have 41 elements"
553,          SS[index(key)][i].append(num),NameError: name 'index' is not defined
554,print(math.decimal(X)),AttributeError: module 'math' has no attribute 'decimal'
555,      SS[0][j].append(num),NameError: name 'SS' is not defined
556,keys_list(df_key['keys'][-1]),KeyError: -1
557,          SS[Series.index(key)][i].append(num),TypeError: 'RangeIndex' object is not callable
558,sample_list = k_l,NameError: name 'k_l' is not defined
559,"mean_list_all = make_mean_list(sample_list, df_keys['keys'],df_keys)",TypeError: make_mean_list() takes 2 positional arguments but 3 were given
560,mean_lists = [mean_list(S[k]) for k in range(len(sample_list))],NameError: name 'sample_list' is not defined
561,"  str_list, num_list = data_sep(df_keys['keys'][i])",KeyError: 184
562,pd.read_csv('boston.csv '),FileNotFoundError: [Errno 2] No such file or directory: 'boston.csv '
563,x = floar(input()),NameError: name 'floar' is not defined
564,"    k_l.append([sprit(i,j)])",NameError: name 'sprit' is not defined
565,    means = Nan,NameError: name 'Nan' is not defined
566,"    print(s[k-1],+'...')",TypeError: bad operand type for unary +: 'str'
567,pd.set_option('display.max_columns'),ValueError: Must provide an even number of non-keyword arguments
568,key_list(df_key['keys']),NameError: name 'key_list' is not defined
569,X_train = X_train_all[sample_list],"KeyError: ""None of [Index([            ('p', 'p'),             ('p', 'r'),             ('p', '*'),\n               ('p', 'Enter'),    ('p', 'ArrowRight'),             ('p', 'u'),\n                   ('p', 's'),             ('p', ']'),             ('p', 't'),\n                   ('p', 'y'),\n       ...\n               ('Shift', '/'),         ('Shift', '['),         ('Shift', 'h'),\n       ('Shift', 'ArrowLeft'),         ('Shift', 'b'),         ('Shift', 'w'),\n               ('Shift', ','),         ('Shift', 'm'),         ('Shift', '2'),\n           ('Shift', 'Shift')],\n      dtype='object', length=1600)] are in the [columns]"""
570,"sx,sy,gx,gy = map(inbt,input().strip().split())",NameError: name 'inbt' is not defined
571,    k_l.append([i.j]),AttributeError: 'str' object has no attribute 'j'
572,    print(White),NameError: name 'White' is not defined
573,"a=[A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z]",NameError: name 'C' is not defined
574,"for i in range(min(len(A),len(B))):",NameError: name 'A' is not defined
575,a = ferelibenterhominesidquodvoluntcredunt,NameError: name 'ferelibenterhominesidquodvoluntcredunt' is not defined
576,"    k_l.append([i,j].split())",AttributeError: 'list' object has no attribute 'split'
577,"get_ipython().run_cell_magic('atcoder(abc233_a)', '', ""#\t10円スタンプ (abc233_a)\nX,Y=map(int,input().split())\n\nif X>=Y:\n  print('0')\nelse:\n  if Y%X != 0:\n    print(int((Y//X+1)))\n  else:\n    print(int((Y/X)))\n\n\n\n"")",UsageError: Cell magic `%%atcoder(abc233_a)` not found.
578,x = soeted(list),NameError: name 'soeted' is not defined
579,if S.endwith('er'):,AttributeError: 'str' object has no attribute 'endwith'
580,"y = x.quantize(Decimal('0'), rounding=ROUND_HALF_UP)",AttributeError: 'float' object has no attribute 'quantize'
581,"prit(a,c)",NameError: name 'prit' is not defined
582,df_uid_all.columns/values,NameError: name 'values' is not defined
583,mean_list_all.append(mean_lists),NameError: name 'mean_lists' is not defined
584,df_uid_all.columns = column_list,"ValueError: Length mismatch: Expected axis has 201 elements, new values have 41 elements"
585,  if x[i]==t[i]:,NameError: name 't' is not defined
586,y_pred = model.predict(X_test),NotFittedError: This RandomForestClassifier instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.
587,df_uid_all,NameError: name 'df_uid_all' is not defined
588,"X_train_pr_name[:,1:8]","TypeError: '(slice(None, None, None), slice(1, 8, None))' is an invalid key"
589,  SS.append(S[m]),NameError: name 'm' is not defined
590,SS[0].sppend(0),AttributeError: 'list' object has no attribute 'sppend'
591,  ans +=j *a[j]-sum_a,TypeError: unsupported operand type(s) for -: 'int' and 'list'
592,y = df['target'],KeyError: 'target'
593,df = pd.read_csv('cancer.csv'),FileNotFoundError: [Errno 2] No such file or directory: 'cancer.csv'
594,print(list.sort(list[0])),TypeError: sort() takes no positional arguments
595,"print('name の訓練データ数：',len(X_train_name))",NameError: name 'X_train_name' is not defined
596,"sns.scatterplot(data=df3, x='pc1', y='pc2', hue='target')",NameError: name 'df3' is not defined
597,"data = lis.reshape(19,4)","ValueError: cannot reshape array of size 80 into shape (19,4)"
598,print(f'再現率 {recall:.5f}'),NameError: name 'recall' is not defined
599,"print('正解率(test)', model.score(X_test, y_test))",TypeError: Labels in y_true and y_pred should be of the same type. Got y_true=[0] and y_pred=['0']. Make sure that the predictions provided by the classifier coincides with the true labels.
600,"with open('/content/drive/MyDrive/2022OJT_season1/'+ FILE_NAME, 'w') as fp:",NameError: name 'FILE_NAME' is not defined
601,print(ts),NameError: name 'ts' is not defined
602,m = round(X),TypeError: type str doesn't define __round__ method
603,"    ax.imshow(mnist.data.values[i].reshape((28, 28)), cmap=plt.cm.gray)",AttributeError: 'numpy.ndarray' object has no attribute 'values'
604,"sns.scatterplot(data=X_train_pr, x='pc1', y='pc2', hue='target')",ValueError: Could not interpret value `pc1` for parameter `x`
605,"    X, y, test_size=0.3, random_state=0)",TypeError: Singleton array array(27) cannot be considered a valid collection.
606,pca = PCA(n_components=2)  # ２次元に,NameError: name 'PCA' is not defined
607,"cm = confusion_matrix(y_test, y_pred)",NameError: name 'confusion_matrix' is not defined
608,df = pd.read_csv('ja.csv'),FileNotFoundError: [Errno 2] No such file or directory: 'ja.csv'
609,y_pred = model.predict(X_test),AttributeError: 'list' object has no attribute 'take'
610,    z=int(input()),ValueError: invalid literal for int() with base 10: 'fg'
611,drive.mount('/content/drive'),MessageError: Error: credential propagation was unsuccessful
612,print(ceil(a)),"TypeError: must be real number, not function"
613,    sum += n,TypeError: unsupported operand type(s) for +=: 'function' and 'int'
614,  if int(a[j]) < P:,ValueError: invalid literal for int() with base 10: '80 60 40 0'
615,"N, A, B = map(str, input().split())",ValueError: too many values to unpack (expected 3)
616,"n, j = 0",TypeError: cannot unpack non-iterable int object
617,  if int(A) <= i <= int(B):,TypeError: '<=' not supported between instances of 'int' and 'NoneType'
618,k_l_column = uid + k_l_column,NameError: name 'uid' is not defined
619,"mean_list_all = make_mean_list1(sample_list, df_keys['keys'])",NameError: name 'make_mean_list1' is not defined
620,"model.fit(X_train, y_train)","ValueError: Expected 2D array, got 1D array instead:
array=[104 134 129 129  99  56 107 111  65  93  86  54 137  54  40  64  66  73
  63  57  53 134  80  70  65 160 139  72  59  64 104 118 113  56  50 121
 151  83  80  49  45  62  39  56 120 128  74  53  56  91  64  90  92  76
  82  69  74 126  73 111 126 125  45 171  48 151 100  78  60  56 145  77
  84  77  53  40  53  88  56 153  54  56  85 113 131 101  65  52 120  97
  56  56 157 126  50  84  55  47 107 131  58  62  82  87  75  59  55 129
  58  61  53  54 128 109  55  45 102 126  50  46  68  72 122  65  51  54
 129 115 107  85  57  90 123 100 126 145 116  80  53 110  68  71 121  58].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
621,"A,B=map(int,input().split())","ValueError: invalid literal for int() with base 10: '123,234'"
622,  mi=[x for x in b if a[i]-ab<=ba[i]+ab],NameError: name 'ba' is not defined
623,"model.fit(X, y)",ValueError: could not convert string to float: '月'
624,"X = df['soldout','kcal','temperature']  # 価格以外を全て説明変数に","KeyError: ('soldout', 'kcal', 'temperature')"
625,"df[['week','weather_num','temprature']]","KeyError: ""['weather_num', 'temprature'] not in index"""
626,"N, X = map(int, input().split())",ValueError: invalid literal for int() with base 10: 'xox'
627,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[404 404 404 404 404 404 404 404 404 404 404 404 404 404 404 404 404 404
 404 404 404 404 404 404 404 404 404 404 404 462 435 440 376 450 415 430
 375 447 426 400 418 415 445 450 448 460 445 430 420 435 425 423 415 438
 432 416 426 405 426 410 408 396 384 436 428 407 413 393 409 396 385 397
 370 372 360 382 400 392 372 350 407 392 315 404 349 377 380 390 350 387
 353 376 362 404 340 370 330 333 325 375 382 340 360 404 342 368 415 420
 415 405 434 400 428 430 403 404 406 425 430 428 400 430 423 414 438 404
 420 418 424 405 430 417 426 413 440 404 440 427 426 430 407 421 430 420
 414 404 435 362 363 412 432 354 370 388 386 404 418 324 434 418 401 409
 355 410 404 432 449 441 386 380 410 400 410 415 404 411 400 396 385 423
 405 404 412 400 410 396 398 380 440 408 405 380 385 460 450 385 404 438
 430 395 400 395 408 394 404 404 398].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
628,X_train = X_train_all[k_l],"KeyError: ""None of [Index([         ('a', 'a'), ('a', 'ArrowRight'),          ('a', 'g'),\n                ('a', 'f'),  ('a', 'Backspace'),          ('a', 'r'),\n                ('a', 't'),          ('a', 'h'),          ('a', '.'),\n        ('a', 'ArrowLeft'),\n       ...\n                ('(', ']'),          ('(', 'y'),      ('(', 'Shift'),\n                ('(', 'w'),          ('(', '='),          ('(', '2'),\n                ('(', 'p'),          ('(', 'u'),          ('(', ')'),\n                ('(', '(')],\n      dtype='object', length=1600)] are in the [columns]"""
629,"print('R2(テスト):', r2_score(y_test, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [104, 83]"
630,X=df.dtypes[x.dtypes=='int64'],IndexingError: Unalignable boolean Series provided as indexer (index of the boolean Series and of the indexed object do not match).
631,if X%100==0 and X==n0:,NameError: name 'n0' is not defined
632,"print('R2(テスト):', r2_score(y_test, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [83, 207]"
633,df = pd.read_csv('bento.csv'),FileNotFoundError: [Errno 2] No such file or directory: 'bento.csv'
634,"df[['week','weather_num','temperature']]","KeyError: ""['weather_num'] not in index"""
635,"df.drop('datetie', axis=1, inplace=True)","KeyError: ""['datetie'] not found in axis"""
636,df['remark'] = df['remark'].map({,KeyError: 'remark'
637,"X = df[['weather_num','precipiation_num']]","KeyError: ""['precipiation_num'] not in index"""
638,for i in (y>n):,TypeError: 'bool' object is not iterable
639,"plt.scatter(dfdf['y'],['week'])",NameError: name 'dfdf' is not defined
640,"X = df[['week_num','tempreture']]  ","KeyError: ""['tempreture'] not in index"""
641,if lens(K)>lens(S):,NameError: name 'lens' is not defined
642,"X = df[['完売フラグ','気温']]  # 価格以外を全て説明変数に","KeyError: ""['完売フラグ'] not in index"""
643,"X = df[df.columns[""kcal""]]","IndexError: only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices"
644,df.head(),AttributeError: 'int' object has no attribute 'head'
645,"n=str(int,input())","TypeError: decoding to str: need a bytes-like object, type found"
646,"sns.countplot(x='曜日', data=df)",ValueError: Could not interpret input '曜日'
647,"a,b=map(int,input().split)",TypeError: 'builtin_function_or_method' object is not iterable
648,df.show(),AttributeError: 'DataFrame' object has no attribute 'show'
649,  bb=b[b.index[max()]],"TypeError: max expected 1 arguments, got 0"
650,"df.drop('string', axis=1, inplace=True)","KeyError: ""['string'] not found in axis"""
651,X = df[df.dropna(axis=1)] ,"ValueError: Boolean array expected for the condition, not object"
652,"x=float(int,input().split())","TypeError: float expected at most 1 arguments, got 2"
653,"df.drop('rewarks', axis=1, inplace=True)","KeyError: ""['rewarks'] not found in axis"""
654,"A,B=map(int, input().split())","ValueError: invalid literal for int() with base 10: '123,112'"
655,"X = df[['week'],['weathere'],['kcal']] ","TypeError: '(['week'], ['weathere'], ['kcal'])' is an invalid key"
656,"A,B=map(int(input()))",ValueError: invalid literal for int() with base 10: '100 80'
657,df=df+df[Weather],"KeyError: ""None of [Float64Index([0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, nan, 2.0, 0.0,\n              ...\n              nan, 3.0, 3.0, 2.0, nan, 3.0, 3.0, nan, 0.0, 0.0],\n             dtype='float64', length=207)] are in the [columns]"""
658,"df.drop('datetime','week', axis=1, inplace=True)",TypeError: drop() got multiple values for argument 'axis'
659,a=sort.a,NameError: name 'sort' is not defined
660,"n=raw.translate(str.maketrans({'1':'9', '9':'1'}))",NameError: name 'raw' is not defined
661,from sklearn.metrics import datetime,ImportError: cannot import name 'datetime' from 'sklearn.metrics' (/usr/local/lib/python3.7/dist-packages/sklearn/metrics/__init__.py)
662,"df.drop('precipation', axis=1, inplace=True)","KeyError: ""['precipation'] not found in axis"""
663,"X = df['soldout','kcal','payday','temperature']  # 価格以外を全て説明変数に","KeyError: ('soldout', 'kcal', 'payday', 'temperature')"
664,df.info(),AttributeError: 'int' object has no attribute 'info'
665,"X = df[['week'],['weatherr'],['kcal']] ","TypeError: '(['week'], ['weatherr'], ['kcal'])' is an invalid key"
666,X = df[df['soldout']],"KeyError: ""None of [Int64Index([0, 1, 0, 1, 1, 1, 0, 1, 0, 0,\n            ...\n            0, 0, 0, 0, 0, 1, 0, 0, 1, 0],\n           dtype='int64', length=207)] are in the [columns]"""
667,df=index_datetime,NameError: name 'index_datetime' is not defined
668,"X = df[df.columns[soldout,kcal,payday,temperature]]",NameError: name 'soldout' is not defined
669,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[19.8 17.  15.5 15.2 16.1 14.6 17.9 14.7 17.7 12.1 13.8 13.9 13.5 13.8
 14.9  9.1  7.1 11.  12.3 13.9 11.3 10.8  7.8  6.8  8.4 11.5  8.   7.3
  7.3  9.8 10.9  5.1  5.8  2.9  7.   7.8  6.5 10.4  7.4  8.5 10.1  5.1
 12.6 10.3 15.3 14.1 15.9  3.8  3.   4.2  5.5  7.8  6.3  6.4  1.2 11.6
  6.8  7.3  5.4  8.5  6.6 10.5 11.5  8.5 17.7  7.8  8.3  6.1  6.7  7.
  7.6  8.7 14.8 15.2 11.5 14.  18.9 12.6  7.5 17.4 18.9 18.7 12.4 18.5
 17.5 16.1 18.2 14.3 17.8 13.8 20.1 19.  21.3 16.5 16.4 19.7 21.5 20.1
 11.4 16.4 18.8 19.4 19.9 20.8 22.7 17.5 24.  23.3 18.9 21.  23.4 22.7
 18.6 26.  19.3 23.8 22.8 23.9 17.4 19.  19.8 23.9 23.7 25.7 26.  26.9
 30.6 27.  27.5 21.5 19.9 25.  25.5 22.3 21.3 29.5 28.1 27.6 21.9 27.5
 26.5 26.9 23.7 25.2 25.2 25.4 25.5 28.3 28.8 27.  22.1 24.  29.7 24.6
 28.8 33.9 30.9 30.3 30.9 30.1 25.6 30.2 32.  32.5 33.6 28.9 30.4 30.6
 32.5 32.7 32.7 34.3 34.6 32.1 31.1 32.4 29.4 32.2 33.3 33.3 33.  33.1
 26.  26.2 21.  21.6 25.1 23.4 29.1 26.7 26.5 30.2 23.1 26.8 25.  21.9
 27.3 28.8 25.  24.1 23.6 25.2 24.8 25.4 27.1 26.6 28.1].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
670,"df.drop('datetime', axis=1, inplace=True)","KeyError: ""['datetime'] not found in axis"""
671,"df_uid_all.query(""uid"" == 21916070) ","ValueError: expr must be a string to be evaluated, <class 'bool'> given"
672,"model.fit(X, y)",ValueError: could not convert string to float: '厚切りイカフライ'
673,"model.fit(X, y)",ValueError: could not convert string to float: '--'
674,"X = df[['week'],['weather'],['temperature']]  # 価格以外を全て説明変数に","TypeError: '(['week'], ['weather'], ['temperature'])' is an invalid key"
675,train['week'].value_counts(),NameError: name 'train' is not defined
676,df['week'] = df['week'].fillna(df['week'].map()),TypeError: map() missing 1 required positional argument: 'arg'
677,"X = df[['week'],['weather'],['kcal']] ","TypeError: '(['week'], ['weather'], ['kcal'])' is an invalid key"
678,df['weel'].map({,KeyError: 'weel'
679,"A,B=map(int,input().split())","ValueError: invalid literal for int() with base 10: '123,345'"
680,"X,Y=map(int, input().split())","ValueError: invalid literal for int() with base 10: '80,94'"
681,"get_ipython().run_cell_magic('https://atcoder.jp/contests/abc183/tasks/abc183_a', '', 'def relu(x):\n  return x * (x > 0.0)')",UsageError: Cell magic `%%https://atcoder.jp/contests/abc183/tasks/abc183_a` not found.
682,"print(n.trancelate(str.maketrance({'9':'1','1':'9'})))",AttributeError: 'str' object has no attribute 'trancelate'
683,if K>S:,TypeError: '>' not supported between instances of 'int' and 'str'
684,"print('R2(訓練):', r2_score(y_train, model.predict(X_train)))","ValueError: X has 4 features, but LinearRegression is expecting 2 features as input."
685,"s,t =map(int,input().split())",ValueError: invalid literal for int() with base 10: 'CSS'
686,"df[['kcal','wether_num','temperature']]","KeyError: ""['wether_num'] not in index"""
687,"A,B,C=map(int(input()))",ValueError: invalid literal for int() with base 10: '3 4 5'
688,print(round(X+0.5)),"TypeError: can only concatenate str (not ""float"") to str"
689,df_week = show(),NameError: name 'show' is not defined
690,"df.drop('', axis=1, inplace=True)","KeyError: ""[''] not found in axis"""
691,"X = df[['week'],['y'],['kcal']] ","TypeError: '(['week'], ['y'], ['kcal'])' is an invalid key"
692,vec = model.fit_transform(words),NameError: name 'words' is not defined
693,"X = df[['week','kacl']]  ","KeyError: ""['kacl'] not in index"""
694,"A,B,C=map(int,input.split())",AttributeError: 'function' object has no attribute 'split'
695,"get_ipython().run_cell_magic('atcoderhttps://atcoder.jp/contests/abc111/tasks/abc111_a', '', "" n=str(input())\nn.replace('1','x').replace('9','1').replace('x','9')"")",UsageError: Cell magic `%%atcoderhttps://atcoder.jp/contests/abc111/tasks/abc111_a` not found.
696,X = df[df.columns[dropna(axis=1)]] ,NameError: name 'dropna' is not defined
697,"X = df[['temperature','soldout','precipitstion_num']]","KeyError: ""['precipitstion_num'] not in index"""
698,    words.append(wakachi(name)),NameError: name 'wakachi' is not defined
699,df['week'] = df['df_week'],KeyError: 'df_week'
700,df['week'] = df['week'].fillna(df['week'].df_week),AttributeError: 'Series' object has no attribute 'df_week'
701,"print(int('A',K))",ValueError: invalid literal for int() with base 2: 'A'
702,"X = df[['week_num'],['weather_num'],['temperature'],['kcal']] ","TypeError: '(['week_num'], ['weather_num'], ['temperature'], ['kcal'])' is an invalid key"
703,a.dtype,AttributeError: 'DataFrame' object has no attribute 'dtype'
704,"X = df[df.columns[3,5,11]]  ","IndexError: too many indices for array: array is 1-dimensional, but 3 were indexed"
705,"model.fit(X, y)",ValueError: Found array with dim 4. Estimator expected <= 2.
706,"  print[0,x]",TypeError: 'function' object is not subscriptable
707,"X = df[df['soldout'],df['kcal'],df['payday'],df['temperature']]","TypeError: '(0      0
1      1
2      0
3      1
4      1
      ..
202    1
203    0
204    0
205    1
206    0
Name: soldout, Length: 207, dtype: int64, 0      404.409639
1      404.409639
2      404.409639
3      404.409639
4      404.409639
          ...    
202    408.000000
203    394.000000
204    404.409639
205    404.000000
206    398.000000
Name: kcal, Length: 207, dtype: float64, 0      0.0
1      0.0
2      0.0
3      0.0
4      0.0
      ... 
202    0.0
203    0.0
204    0.0
205    0.0
206    0.0
Name: payday, Length: 207, dtype: float64, 0      19.8
1      17.0
2      15.5
3      15.2
4      16.1
       ... 
202    24.8
203    25.4
204    27.1
205    26.6
206    28.1
Name: temperature, Length: 207, dtype: float64)' is an invalid key"
708,df[columns],"ValueError: Boolean array expected for the condition, not int64"
709,"sns.countplot(x='weather', data=df)",ValueError: Could not interpret input 'weather'
710,df['weather'].map({,KeyError: 'weather'
711,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[0 1 0 1 1 1 0 1 0 0 1 1 1 0 0 1 0 0 0 1 0 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 1
 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 1 1 0 1 0 0 0 1
 1 0 1 1 1 0 0 0 1 0 0 1 0 1 1 0 1 1 0 1 0 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 1
 0 1 1 1 0 1 0 1 1 0 1 0 1 1 0 0 0 0 1 0 1 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0
 1 0 0 1 0 1 0 0 1 0 1 1 1 0 1 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 1 0 0 1 0 0 0
 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
712,x=int(input()),ValueError: invalid literal for int() with base 10: '1 1 7 2'
713,"    model.fit(X, y)","ValueError: Expected 2D array, got scalar array instead:
array=<bound method Series.map of 0      月
1      火
2      水
3      木
4      金
      ..
202    水
203    木
204    金
205    月
206    火
Name: week, Length: 207, dtype: object>.
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
