,line,emsg
437,model = Pipeline(),TypeError: __init__() missing 1 required positional argument: 'steps'
438,model = BaggingRegressor(max_depth=3),NameError: name 'BaggingRegressor' is not defined
439,model = Polynomial_deg5,NameError: name 'Polynomial_deg5' is not defined
440,from sklearn.ensemble import Pipeline,ImportError: cannot import name 'Pipeline' from 'sklearn.ensemble' (/usr/local/lib/python3.7/dist-packages/sklearn/ensemble/__init__.py)
441,from sklearn.gaussian_process import GaussianBoostingRegressor,ImportError: cannot import name 'GaussianBoostingRegressor' from 'sklearn.gaussian_process' (/usr/local/lib/python3.7/dist-packages/sklearn/gaussian_process/__init__.py)
442,from sklearn.ensemble import GaussianProcessRegressor,ImportError: cannot import name 'GaussianProcessRegressor' from 'sklearn.ensemble' (/usr/local/lib/python3.7/dist-packages/sklearn/ensemble/__init__.py)
443,"print('R2(テスト):', r2_score(y_train, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [354, 152]"
444,from janome.tokenizer import Tokenizer,ModuleNotFoundError: No module named 'janome'
445,from sklearn.gaussian_process import PassiveAggressiveRegressor,ImportError: cannot import name 'PassiveAggressiveRegressor' from 'sklearn.gaussian_process' (/usr/local/lib/python3.7/dist-packages/sklearn/gaussian_process/__init__.py)
446,y_pred = model.predict(X_test),NotFittedError: This MLPRegressor instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.
447,"from sklearn.neighbors import SVR, LinearSVR",ImportError: cannot import name 'SVR' from 'sklearn.neighbors' (/usr/local/lib/python3.7/dist-packages/sklearn/neighbors/__init__.py)
448,from sklearn.ensemble import MLPRegressor,ImportError: cannot import name 'MLPRegressor' from 'sklearn.ensemble' (/usr/local/lib/python3.7/dist-packages/sklearn/ensemble/__init__.py)
449,from sklearn.gaussian_process import PolynomialFeatures,ImportError: cannot import name 'PolynomialFeatures' from 'sklearn.gaussian_process' (/usr/local/lib/python3.7/dist-packages/sklearn/gaussian_process/__init__.py)
450,model = PLSRegression(max_depth=4),NameError: name 'PLSRegression' is not defined
451,y_pred = model.predict(X_test),NotFittedError: This SVR instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.
452,model = TheilSenRegresso(),NameError: name 'TheilSenRegresso' is not defined
453,from sklearn.ensemble import KNeighborsRegressor,ImportError: cannot import name 'KNeighborsRegressor' from 'sklearn.ensemble' (/usr/local/lib/python3.7/dist-packages/sklearn/ensemble/__init__.py)
454,"plt.barh(X_train.columns, model.feature_importances_)",AttributeError: 'PLSRegression' object has no attribute 'feature_importances_'
455,model = RANSACRegressorr(),NameError: name 'RANSACRegressorr' is not defined
456,"plot_tree(model, feature_names=X.columns, filled=True)",AttributeError: 'PLSRegression' object has no attribute 'tree_'
457,y = df['住宅価格'],KeyError: '住宅価格'
458,model =GaussianBoostingRegressor(),NameError: name 'GaussianBoostingRegressor' is not defined
459,model = LinearSVRr(),NameError: name 'LinearSVRr' is not defined
460,model = VotingRegressor(),TypeError: __init__() missing 1 required positional argument: 'estimators'
461,y = df['販売数'],KeyError: '販売数'
462,"model.fit(X, y)",ValueError: could not convert string to float: '2013-11-18'
463,"X_train, X_test, y_train, y_test = train_test_split(X, y, test_size=0.3, random_state=0)","ValueError: Found input variables with inconsistent numbers of samples: [500, 10]"
464,"model.fit(X_train, y)","ValueError: Found input variables with inconsistent numbers of samples: [354, 500]"
465,GPC,NameError: name 'GPC' is not defined
466,"a=sorted(a,key=lambda x: x[m])",TypeError: '<' not supported between instances of 'int' and 'str'
467,N[0] = S,NameError: name 'S' is not defined
468,  (ans) == b,NameError: name 'ans' is not defined
469,"a,b,c,d=map(int,input().split())",ValueError: invalid literal for int() with base 10: '1]'
470,print(x*y),TypeError: unsupported operand type(s) for *: 'range' and 'range'
471,"print(int.replace('1', '9').replace('9', '1'))",AttributeError: type object 'int' has no attribute 'replace'
472,      mean_lists.append(mean_list(s1)),TypeError: 'list' object is not callable
473,N=NN % 10,NameError: name 'NN' is not defined
474,N = int(input),"TypeError: int() argument must be a string, a bytes-like object or a number, not 'function'"
475,"print(n.replace('1', 'X').replace('9', '1').replace('X', '9'))",AttributeError: 'list' object has no attribute 'replace'
476,A=string[1:],NameError: name 'string' is not defined
477,    ss.append(chr(a)),NameError: name 'ss' is not defined
478,    a=ord(c)+N,NameError: name 'c' is not defined
479,  ss.append(chr(a)) # リストに追加,ValueError: chr() arg not in range(0x110000)
480,"  s,t=map(srt,input().split())",NameError: name 'srt' is not defined
481,"  s,t=map(int,input().split())",ValueError: invalid literal for int() with base 10: 'tanaka'
482,  ss.apend(chr(a)) #リストに追加,AttributeError: 'list' object has no attribute 'apend'
483,  if a > ord('Z'):,TypeError: '>' not supported between instances of 'NoneType' and 'int'
484,  ss.append(chr(a)),AttributeError: 'str' object has no attribute 'append'
485,"print('',join(ss))   #リストを文字列に",NameError: name 'join' is not defined
486,S=int(input()),ValueError: invalid literal for int() with base 10: 'abc'
487,N[-1]=a,TypeError: 'int' object does not support item assignment
488,print(N),NameError: name 'N' is not defined
489,print(len(set(a))),TypeError: unhashable type: 'list'
490,X=int(input()),ValueError: invalid literal for int() with base 10: '80 94'
491,X=int(input()),ValueError: invalid literal for int() with base 10: '3 7'
492,if N > 4:,TypeError: '>' not supported between instances of 'str' and 'int'
493,if B%A == 0:,TypeError: unsupported operand type(s) for %: 'range' and 'range'
494,"  print(S[0,K]+'...')",TypeError: string indices must be integers
495,"get_ipython().run_cell_magic('atcoder\u3000https://atcoder.jp/contests/abc224/tasks/abc224_a', '', ""S=str(input())\nif S[-1] and S[-2]=='er':\n  print('er')\nelif S[-1] and S[-2] and S[-3]=='ist':\n  print('ist')"")",UsageError: Cell magic `%%atcoder　https://atcoder.jp/contests/abc224/tasks/abc224_a` not found.
496,for S in range:,TypeError: 'type' object is not iterable
497,"a,b,c,d=map(int,input().split())","ValueError: not enough values to unpack (expected 4, got 2)"
498,"df_uid_pr.columns = [""uid"", ""p"", ""r"", ""i"", ""n"", ""t"", ""Shift"", ""(""]","ValueError: Length mismatch: Expected axis has 11 elements, new values have 8 elements"
499,"a,b,c,d=map(float(),input().split())",TypeError: 'float' object is not callable
500,print(S[0:K]),TypeError: slice indices must be integers or None or have an __index__ method
501,"a,b,c,d=map(int,input().split())",ValueError: invalid literal for int() with base 10: '--1000000000'
502,"print(n.translate('1','9').translate('9','1'))",TypeError: translate() takes exactly one argument (2 given)
503,print(a.index(max(a))),ValueError: max() arg is an empty sequence
504,if K >= S:,TypeError: '>=' not supported between instances of 'int' and 'str'
505,"get_ipython().run_cell_magic('atcorder', 'https://atcoder.jp/contests/abc233/tasks/abc233_a', 'X, Y= map(str, input().split())\nwhile X<Y:\n    X+=10')",UsageError: Cell magic `%%atcorder` not found.
506,"l=print(str(m.replace('1','9')))",AttributeError: 'NoneType' object has no attribute 'replace'
507,if str(X[-3])<=4:,TypeError: 'float' object is not subscriptable
508,    if S.islower(c) == 'True':,TypeError: islower() takes no arguments (1 given)
509,  ptint(0),NameError: name 'ptint' is not defined
510,    print((str)+'...'),TypeError: unsupported operand type(s) for +: 'type' and 'str'
511,  print(int(X)+1),ValueError: invalid literal for int() with base 10: '99.500'
512,k.append=S[1],AttributeError: 'list' object attribute 'append' is read-only
513,"S[0],S[2] = S[2],SD[0]",NameError: name 'SD' is not defined
514,print(b[b.index(max(c))]),ValueError: 3 is not in list
515,print(b[b.index(intmax(c))]),NameError: name 'intmax' is not defined
516,A1=repeat(A*a),TypeError: repeat() missing 1 required positional argument: 'length'
517,N=int(input()),ValueError: invalid literal for int() with base 10: ''
518,if a in int:,TypeError: argument of type 'type' is not iterable
519,print(str_list),NameError: name 'str_list' is not defined
520,data_sep(key),NameError: name 'key' is not defined
521,"s,t=map(int,input().split())",ValueError: invalid literal for int() with base 10: 'oder'
522,"df_uid_pr.columns = [""uid"", 'a', 'b', 'c', 'd', 'e', 'f', 'g','h','i','j']","ValueError: Length mismatch: Expected axis has 8 elements, new values have 11 elements"
523,    Data_list = keys.split(),AttributeError: 'Series' object has no attribute 'split'
524,"l=[int.input().split("" "") for i in range(x)]",AttributeError: type object 'int' has no attribute 'input'
525,"l=[int(input()).split("" "") for i in range(x)]",ValueError: invalid literal for int() with base 10: '1 3'
526,for key in Series:,NameError: name 'Series' is not defined
527,keys_list(df_key['keys'][0]),KeyError: 0
528,keys_list[0],TypeError: 'set' object is not subscriptable
529,  keys_list(key),TypeError: 'set' object is not callable
530,df_uid_pr.columns = neko,"TypeError: Index(...) must be called with a collection of some kind, None was passed"
531,"S, T = char(input())",NameError: name 'char' is not defined
532,print(int(A * B)),TypeError: can't multiply sequence by non-int of type 'str'
533,"get_ipython().run_cell_magic('atcder', 'https://atcoder.jp/contests/abc111/tasks/abc111_a', 'n = int(input())\nprint(1110 - n)')",UsageError: Cell magic `%%atcder` not found.
534,            Num_list.append(int(Data_list[i])),ValueError: invalid literal for int() with base 10: 'p'
535,key_list(df_key['keys']),NameError: name 'key_list' is not defined
536,"get_ipython().run_cell_magic('atcoderhttps://atcoder.jp/contests/abc224/tasks/abc224_a', '', 'S = str(input())\nif S[-1]+S[-2]+S[-3] == ""ist"":\n  print(""ist"")\nelif S[-1]+S[-2] == ""er"":\n  print(""er"")\nelse:\n  break')",UsageError: Cell magic `%%atcoderhttps://atcoder.jp/contests/abc224/tasks/abc224_a` not found.
537,  o,NameError: name 'o' is not defined
538,"sx,sy,gx,gy = map(inbt,input().strip().split())",NameError: name 'inbt' is not defined
539,keys_list(df_key['keys'][1]),KeyError: 1
540,keys_list(df_key['keys'][-1]),KeyError: -1
541,"a,b,c,d = map(int, input().split())","ValueError: not enough values to unpack (expected 4, got 1)"
542,"get_ipython().run_cell_magic('atcoder(abc233_a)', '', ""#\t10円スタンプ (abc233_a)\nX,Y=map(int,input().split())\n\nif X>=Y:\n  print('0')\nelse:\n  if Y%X != 0:\n    print(int((Y//X+1)))\n  else:\n    print(int((Y/X)))\n\n\n\n"")",UsageError: Cell magic `%%atcoder(abc233_a)` not found.
543,    print(White),NameError: name 'White' is not defined
544,a = ferelibenterhominesidquodvoluntcredunt,NameError: name 'ferelibenterhominesidquodvoluntcredunt' is not defined
545,if S.endwith('er'):,AttributeError: 'str' object has no attribute 'endwith'
546,"    print(s[k-1],+'...')",TypeError: bad operand type for unary +: 'str'
547,"for i in range(min(len(A),len(B))):",NameError: name 'A' is not defined
548,if 0<=N<10:,TypeError: '<=' not supported between instances of 'int' and 'str'
549,"get_ipython().run_cell_magic('atcoder\u3000abc206_b', '', 'N=int(input())\nd=0\nm=0\nwhile True:\n    d+=1\n    m+=d\n    if m>=N:\n      break\nprint(d)')",UsageError: Cell magic `%%atcoder　abc206_b` not found.
550,x = soeted(list),NameError: name 'soeted' is not defined
551,N=int(input()),EOFError: 
552,print(math.decimal(X)),AttributeError: module 'math' has no attribute 'decimal'
553,"x,y = map(int,input()/split())",NameError: name 'split' is not defined
554,"y = x.quantize(Decimal('0'), rounding=ROUND_HALF_UP)",AttributeError: 'float' object has no attribute 'quantize'
555,"y = x.quantize(Decimal('0'), rounding=ROUND_HALF_UP)",AttributeError: 'str' object has no attribute 'quantize'
556,x = floar(input()),NameError: name 'floar' is not defined
557,"a=[A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z]",NameError: name 'C' is not defined
558,    k_l.append([i.j]),AttributeError: 'str' object has no attribute 'j'
559,"    k_l.append([sprit(i,j)])",NameError: name 'sprit' is not defined
560,"    k_l.append([i,j].split())",AttributeError: 'list' object has no attribute 'split'
561,    k_l[0].append(),TypeError: append() takes exactly one argument (0 given)
562,df_uid_all.columns = column_list,"ValueError: Length mismatch: Expected axis has 1601 elements, new values have 41 elements"
563,pd.read_csv('boston.csv '),FileNotFoundError: [Errno 2] No such file or directory: 'boston.csv '
564,sample_list = k_l,NameError: name 'k_l' is not defined
565,for i in range(column_list) :,TypeError: 'list' object cannot be interpreted as an integer
566,    means = Nan,NameError: name 'Nan' is not defined
567,df_uid_all = df_uid_all.dropna(asix=1),TypeError: dropna() got an unexpected keyword argument 'asix'
568,X_train = X_train_all[sample_list],"KeyError: ""None of [Index([            ('p', 'p'),             ('p', 'r'),             ('p', '*'),\n               ('p', 'Enter'),    ('p', 'ArrowRight'),             ('p', 'u'),\n                   ('p', 's'),             ('p', ']'),             ('p', 't'),\n                   ('p', 'y'),\n       ...\n               ('Shift', '/'),         ('Shift', '['),         ('Shift', 'h'),\n       ('Shift', 'ArrowLeft'),         ('Shift', 'b'),         ('Shift', 'w'),\n               ('Shift', ','),         ('Shift', 'm'),         ('Shift', '2'),\n           ('Shift', 'Shift')],\n      dtype='object', length=1600)] are in the [columns]"""
569,pd.set_option('display.max_columns'),ValueError: Must provide an even number of non-keyword arguments
570,"if df_uid_all1[[""e → g""]==962.636364]	:",KeyError: False
571,"if df_uid_all1[df_uid_all1[""e → g""]==962.636364]	:","ValueError: The truth value of a DataFrame is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all()."
572,"X_train_all_name, X_test_all_name = train_test_split(df_all_name,test_size = 0.3)","ValueError: With n_samples=0, test_size=0.3 and train_size=None, the resulting train set will be empty. Adjust any of the aforementioned parameters."
573,X_train = X_train_all[sample_list],"KeyError: 'None of [Index([         (\'""\', \'""\'),          (\'""\', \'u\'),          (\'""\', \'2\'),\n                (\'""\', \'b\'),          (\'""\', \'x\'),  (\'""\', \'ArrowLeft\'),\n                (\'""\', \'/\'),          (\'""\', \'>\'),          (\'""\', \'c\'),\n                (\'""\', \'o\'),\n       ...\n            (\'t\', \'Shift\'),          (\'t\', \'=\'), (\'t\', \'ArrowRight\'),\n                (\'t\', \'d\'),          (\'t\', \'[\'),          (\'t\', \'0\'),\n                (\'t\', \'m\'),          (\'t\', \',\'),          (\'t\', \'g\'),\n                (\'t\', \'t\')],\n      dtype=\'object\', length=1600)] are in the [columns]'"
574,"mean_list_all = make_mean_list(sample_list, df_keys['keys'])",NameError: name 'make_mean_list' is not defined
575,mean_lists = [mean_list(S[k]) for k in range(len(sample_list))],NameError: name 'sample_list' is not defined
576,"  str_list, num_list = data_sep(df_keys['keys'][i])",KeyError: 184
577,          SS[index(key)][i].append(num),NameError: name 'index' is not defined
578,          SS[Series.index(key)][i].append(num),TypeError: 'RangeIndex' object is not callable
579,print(SS),NameError: name 'SS' is not defined
580,"mean_list_all = make_mean_list(sample_list, df_keys['keys'],df_keys)",TypeError: make_mean_list() takes 2 positional arguments but 3 were given
581,"X_train_pr_name[:,1:8]","TypeError: '(slice(None, None, None), slice(1, 8, None))' is an invalid key"
582,mean_list_all.append(mean_lists),NameError: name 'mean_lists' is not defined
583,SS[0].sppend(0),AttributeError: 'list' object has no attribute 'sppend'
584,  if x[i]==t[i]:,NameError: name 't' is not defined
585,  SS.append(S[m]),NameError: name 'm' is not defined
586,df_uid_all.columns = column_list,"ValueError: Length mismatch: Expected axis has 201 elements, new values have 41 elements"
587,df_uid_all,NameError: name 'df_uid_all' is not defined
588,df_uid_all.columns/values,NameError: name 'values' is not defined
589,"prit(a,c)",NameError: name 'prit' is not defined
590,y_pred = model.predict(X_test),NotFittedError: This RandomForestClassifier instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.
591,"    ax.imshow(mnist.data.values[i].reshape((28, 28)), cmap=plt.cm.gray)",AttributeError: 'numpy.ndarray' object has no attribute 'values'
592,df = pd.read_csv('cancer.csv'),FileNotFoundError: [Errno 2] No such file or directory: 'cancer.csv'
593,y = df['target'],KeyError: 'target'
594,df = pd.read_csv('ja.csv'),FileNotFoundError: [Errno 2] No such file or directory: 'ja.csv'
595,"    X, y, test_size=0.3, random_state=0)",TypeError: Singleton array array(27) cannot be considered a valid collection.
596,print(f'再現率 {recall:.5f}'),NameError: name 'recall' is not defined
597,"print('正解率(test)', model.score(X_test, y_test))",TypeError: Labels in y_true and y_pred should be of the same type. Got y_true=[0] and y_pred=['0']. Make sure that the predictions provided by the classifier coincides with the true labels.
598,"cm = confusion_matrix(y_test, y_pred)",NameError: name 'confusion_matrix' is not defined
599,  ans +=j *a[j]-sum_a,TypeError: unsupported operand type(s) for -: 'int' and 'list'
600,"print('name の訓練データ数：',len(X_train_name))",NameError: name 'X_train_name' is not defined
601,y_pred = model.predict(X_test),AttributeError: 'list' object has no attribute 'take'
602,pca = PCA(n_components=2)  # ２次元に,NameError: name 'PCA' is not defined
603,"sns.scatterplot(data=df3, x='pc1', y='pc2', hue='target')",NameError: name 'df3' is not defined
604,"sns.scatterplot(data=X_train_pr, x='pc1', y='pc2', hue='target')",ValueError: Could not interpret value `pc1` for parameter `x`
605,print(list.sort(list[0])),TypeError: sort() takes no positional arguments
606,m = round(X),TypeError: type str doesn't define __round__ method
607,print(ts),NameError: name 'ts' is not defined
608,"data = lis.reshape(19,4)","ValueError: cannot reshape array of size 80 into shape (19,4)"
609,"with open('/content/drive/MyDrive/2022OJT_season1/'+ FILE_NAME, 'w') as fp:",NameError: name 'FILE_NAME' is not defined
610,    z=int(input()),ValueError: invalid literal for int() with base 10: 'fg'
611,drive.mount('/content/drive'),MessageError: Error: credential propagation was unsuccessful
612,"N, A, B = map(str, input().split())",ValueError: too many values to unpack (expected 3)
613,  if int(A) <= i <= int(B):,TypeError: '<=' not supported between instances of 'int' and 'NoneType'
614,    sum += n,TypeError: unsupported operand type(s) for +=: 'function' and 'int'
615,print(ceil(a)),"TypeError: must be real number, not function"
616,"n, j = 0",TypeError: cannot unpack non-iterable int object
617,  if int(a[j]) < P:,ValueError: invalid literal for int() with base 10: '80 60 40 0'
618,"mean_list_all = make_mean_list1(sample_list, df_keys['keys'])",NameError: name 'make_mean_list1' is not defined
619,k_l_column = uid + k_l_column,NameError: name 'uid' is not defined
620,vec = model.fit_transform(words),NameError: name 'words' is not defined
621,    words.append(wakachi(name)),NameError: name 'wakachi' is not defined
622,"model.fit(X_train,y_train)",ValueError: could not convert string to float: '2014-2-25'
623,"model.fit(X, y)",ValueError: could not convert string to float: '月'
624,train['week'].value_counts(),NameError: name 'train' is not defined
625,df.show(),AttributeError: 'DataFrame' object has no attribute 'show'
626,df['kcal'].discribe(),AttributeError: 'Series' object has no attribute 'discribe'
627,df['kal'].describe,KeyError: 'kal'
628,"X = df['kcal','temperature']  # 価格以外を全て説明変数に","KeyError: ('kcal', 'temperature')"
629,"X = df[['kcal'],['temperature']]  # 価格以外を全て説明変数に","TypeError: '(['kcal'], ['temperature'])' is an invalid key"
630,"plt.scatter(df['payday'], df['tempreture'])",KeyError: 'tempreture'
631,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[ 90 101 118 120 130 135 145 140 151 116 151 153 151 171 134 165 155 157
 109 111 160 145 145 151 134 122 121  80 131 128 129  87 129 134 107  85
 126 129 126 107  92 126 120 121 105  92 139 121 126 111  91 137 111  84
  86 137  99 113  85 113 129 104 104  90  69 131 100 110  77  73 123  89
  68  80  70 129  90  72 100 102  77  51  55 106  84 125  99 100  90 107
  96  88  87 128  92  82  57  57  56 109  78  63  56  80  54  97  64  47
  88  59  58  73  70  64  58 126  70  71 104  54  65  77  79  74  64 119
  74  59  47  64  93  74  56  50  72 121  76  63  66  56  57  72  61  64
  49  74  65  54  50  53  63  82  56  54  48 124  65  51  53  53  55  53
  56  62  83  65  52  58  60  38  75  54  58  63 129  45  40  56  53  56
  54 100  55  68  62  56  39  65  68  53  54  43  68  63  54  53 115  56
  49  46  45  29  59  50  45  56  40].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
632,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[404.40963855 404.40963855 404.40963855 404.40963855 404.40963855
 404.40963855 404.40963855 404.40963855 404.40963855 404.40963855
 404.40963855 404.40963855 404.40963855 404.40963855 404.40963855
 404.40963855 404.40963855 404.40963855 404.40963855 404.40963855
 404.40963855 404.40963855 404.40963855 404.40963855 404.40963855
 404.40963855 404.40963855 404.40963855 404.         462.
 435.         440.         376.         450.         415.
 430.         375.         447.         426.         400.
 418.         415.         445.         450.         448.
 460.         445.         430.         420.         435.
 425.         423.         415.         438.         432.
 416.         426.         405.         426.         410.
 408.         396.         384.         436.         428.
 407.         413.         393.         409.         396.
 385.         397.         370.         372.         360.
 382.         400.         392.         372.         350.
 407.         392.         315.         404.40963855 349.
 377.         380.         390.         350.         387.
 353.         376.         362.         404.40963855 340.
 370.         330.         333.         325.         375.
 382.         340.         360.         404.40963855 342.
 368.         415.         420.         415.         405.
 434.         400.         428.         430.         403.
 404.40963855 406.         425.         430.         428.
 400.         430.         423.         414.         438.
 404.40963855 420.         418.         424.         405.
 430.         417.         426.         413.         440.
 404.40963855 440.         427.         426.         430.
 407.         421.         430.         420.         414.
 404.40963855 435.         362.         363.         412.
 432.         354.         370.         388.         386.
 404.40963855 418.         324.         434.         418.
 401.         409.         355.         410.         404.40963855
 432.         449.         441.         386.         380.
 410.         400.         410.         415.         404.40963855
 411.         400.         396.         385.         423.
 405.         404.40963855 412.         400.         410.
 396.         398.         380.         440.         408.
 405.         380.         385.         460.         450.
 385.         404.40963855 438.         430.         395.
 400.         395.         408.         394.         404.40963855
 404.         398.        ].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
633,X = df[df.columns[:-1]] ,AttributeError: 'int' object has no attribute 'columns'
634,"df.drop('datetime', axis=1, inplace=True)","KeyError: ""['datetime'] not found in axis"""
635,df.info(),AttributeError: 'int' object has no attribute 'info'
636,"X = df['y','soldout'] ","KeyError: ('y', 'soldout')"
637,df.head(),AttributeError: 'int' object has no attribute 'head'
638,y = df['temprature'],KeyError: 'temprature'
639,"X = df['soldout','kcal','payday','temperature']  ","KeyError: ('soldout', 'kcal', 'payday', 'temperature')"
640,"    model.fit(X, y)","ValueError: Expected 2D array, got scalar array instead:
array=<bound method Series.map of 0      月
1      火
2      水
3      木
4      金
      ..
202    水
203    木
204    金
205    月
206    火
Name: week, Length: 207, dtype: object>.
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
641,df=index_datetime,NameError: name 'index_datetime' is not defined
642,"X = df[df['soldout'],df['kcal'],df['payday'],df['temperature']]","TypeError: '(0      0
1      1
2      0
3      1
4      1
      ..
202    1
203    0
204    0
205    1
206    0
Name: soldout, Length: 207, dtype: int64, 0      404.409639
1      404.409639
2      404.409639
3      404.409639
4      404.409639
          ...    
202    408.000000
203    394.000000
204    404.409639
205    404.000000
206    398.000000
Name: kcal, Length: 207, dtype: float64, 0      0.0
1      0.0
2      0.0
3      0.0
4      0.0
      ... 
202    0.0
203    0.0
204    0.0
205    0.0
206    0.0
Name: payday, Length: 207, dtype: float64, 0      19.8
1      17.0
2      15.5
3      15.2
4      16.1
       ... 
202    24.8
203    25.4
204    27.1
205    26.6
206    28.1
Name: temperature, Length: 207, dtype: float64)' is an invalid key"
643,"model.fit(X_train, y_train)","ValueError: Expected 2D array, got 1D array instead:
array=[396.         404.40963855 435.         408.         426.
 370.         387.         404.40963855 418.         430.
 432.         400.         423.         405.         398.
 415.         426.         400.         415.         333.
 412.         404.40963855 404.40963855 428.         380.
 404.40963855 445.         421.         408.         420.
 384.         404.40963855 410.         430.         394.
 450.         404.40963855 404.40963855 372.         430.
 400.         410.         398.         325.         404.40963855
 404.40963855 414.         409.         438.         425.
 430.         404.40963855 340.         440.         370.
 428.         404.40963855 415.         396.         435.
 420.         377.         404.40963855 404.40963855 386.
 404.40963855 372.         382.         386.         404.
 404.40963855 409.         349.         430.         434.
 400.         418.         376.         396.         404.40963855
 428.         360.         430.         405.         407.
 404.40963855 400.         449.         445.         368.
 426.         423.         404.40963855 426.         413.
 438.         401.         424.         415.         404.
 403.         410.         354.         440.         410.
 418.         412.         376.         441.         430.
 408.         362.         462.         375.         315.
 411.         350.         404.40963855 363.         395.
 370.         392.         404.40963855 432.         392.
 450.         404.40963855 404.40963855 400.         426.
 407.         350.         385.         390.         375.
 404.40963855 404.40963855 404.40963855 385.         393.
 385.         425.         430.         410.        ].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
644,"X = df['soldout','kcal','temperature']  # 価格以外を全て説明変数に","KeyError: ('soldout', 'kcal', 'temperature')"
645,"X = df[df['soldout'],df['kcal'],df['temperature']]  # 価格以外を全て説明変数に","TypeError: '(0      0
1      1
2      0
3      1
4      1
      ..
202    1
203    0
204    0
205    1
206    0
Name: soldout, Length: 207, dtype: int64, 0      404
1      404
2      404
3      404
4      404
      ... 
202    408
203    394
204    404
205    404
206    398
Name: kcal, Length: 207, dtype: int64, 0      19.8
1      17.0
2      15.5
3      15.2
4      16.1
       ... 
202    24.8
203    25.4
204    27.1
205    26.6
206    28.1
Name: temperature, Length: 207, dtype: float64)' is an invalid key"
646,X = df[df['soldout']],"KeyError: ""None of [Int64Index([0, 1, 0, 1, 1, 1, 0, 1, 0, 0,\n            ...\n            0, 0, 0, 0, 0, 1, 0, 0, 1, 0],\n           dtype='int64', length=207)] are in the [columns]"""
647,"model.fit(X, y)",ValueError: could not convert string to float: '厚切りイカフライ'
648,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[404 404 404 404 404 404 404 404 404 404 404 404 404 404 404 404 404 404
 404 404 404 404 404 404 404 404 404 404 404 462 435 440 376 450 415 430
 375 447 426 400 418 415 445 450 448 460 445 430 420 435 425 423 415 438
 432 416 426 405 426 410 408 396 384 436 428 407 413 393 409 396 385 397
 370 372 360 382 400 392 372 350 407 392 315 404 349 377 380 390 350 387
 353 376 362 404 340 370 330 333 325 375 382 340 360 404 342 368 415 420
 415 405 434 400 428 430 403 404 406 425 430 428 400 430 423 414 438 404
 420 418 424 405 430 417 426 413 440 404 440 427 426 430 407 421 430 420
 414 404 435 362 363 412 432 354 370 388 386 404 418 324 434 418 401 409
 355 410 404 432 449 441 386 380 410 400 410 415 404 411 400 396 385 423
 405 404 412 400 410 396 398 380 440 408 405 380 385 460 450 385 404 438
 430 395 400 395 408 394 404 404 398].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
649,"sns.countplot(x='weather', data=df)",ValueError: Could not interpret input 'weather'
650,"X = df[['week'],['y'],['kcal']] ","TypeError: '(['week'], ['y'], ['kcal'])' is an invalid key"
651,,"ValueError: `bins` must increase monotonically, when an array"
652,"X = df[df.columns[3,5,11]]  ","IndexError: too many indices for array: array is 1-dimensional, but 3 were indexed"
653,df['weather'].map({,KeyError: 'weather'
654,"X = df[['week'],['weathere'],['kcal']] ","TypeError: '(['week'], ['weathere'], ['kcal'])' is an invalid key"
655,"X = df[['week'],['weatherr'],['kcal']] ","TypeError: '(['week'], ['weatherr'], ['kcal'])' is an invalid key"
656,"X = df[['week'],['weather'],['kcal']] ","TypeError: '(['week'], ['weather'], ['kcal'])' is an invalid key"
657,X=x[x.dtypes=='int64'],IndexingError: Unalignable boolean Series provided as indexer (index of the boolean Series and of the indexed object do not match).
658,X = df['tempoture'] #一つ選ぶ,KeyError: 'tempoture'
659,"plt.scatter(dfdf['y'],['week'])",NameError: name 'dfdf' is not defined
