,date,line,emsg
1964,2022-05-23 05:17:23,"X = df[['week'],['weatherr'],['kcal']] ","TypeError: '(['week'], ['weatherr'], ['kcal'])' is an invalid key"
1965,2022-05-23 05:17:26,"X = df[['week'],['weather'],['kcal']] ","TypeError: '(['week'], ['weather'], ['kcal'])' is an invalid key"
1966,2022-05-23 05:17:33,X=x[x.dtypes=='int64'],IndexingError: Unalignable boolean Series provided as indexer (index of the boolean Series and of the indexed object do not match).
1967,2022-05-23 05:17:35,X = df['tempoture'] #一つ選ぶ,KeyError: 'tempoture'
1968,2022-05-23 05:17:54,"plt.scatter(dfdf['y'],['week'])",NameError: name 'dfdf' is not defined
1969,2022-05-23 05:18:07,from janome.tokenizer import Tokenizer,ModuleNotFoundError: No module named 'janome'
1970,2022-05-23 05:18:11,"    rho = corr(df[column], df['y'])",NameError: name 'corr' is not defined
1971,2022-05-23 05:18:16,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[19.8 17.  15.5 15.2 16.1 14.6 17.9 14.7 17.7 12.1 13.8 13.9 13.5 13.8
 14.9  9.1  7.1 11.  12.3 13.9 11.3 10.8  7.8  6.8  8.4 11.5  8.   7.3
  7.3  9.8 10.9  5.1  5.8  2.9  7.   7.8  6.5 10.4  7.4  8.5 10.1  5.1
 12.6 10.3 15.3 14.1 15.9  3.8  3.   4.2  5.5  7.8  6.3  6.4  1.2 11.6
  6.8  7.3  5.4  8.5  6.6 10.5 11.5  8.5 17.7  7.8  8.3  6.1  6.7  7.
  7.6  8.7 14.8 15.2 11.5 14.  18.9 12.6  7.5 17.4 18.9 18.7 12.4 18.5
 17.5 16.1 18.2 14.3 17.8 13.8 20.1 19.  21.3 16.5 16.4 19.7 21.5 20.1
 11.4 16.4 18.8 19.4 19.9 20.8 22.7 17.5 24.  23.3 18.9 21.  23.4 22.7
 18.6 26.  19.3 23.8 22.8 23.9 17.4 19.  19.8 23.9 23.7 25.7 26.  26.9
 30.6 27.  27.5 21.5 19.9 25.  25.5 22.3 21.3 29.5 28.1 27.6 21.9 27.5
 26.5 26.9 23.7 25.2 25.2 25.4 25.5 28.3 28.8 27.  22.1 24.  29.7 24.6
 28.8 33.9 30.9 30.3 30.9 30.1 25.6 30.2 32.  32.5 33.6 28.9 30.4 30.6
 32.5 32.7 32.7 34.3 34.6 32.1 31.1 32.4 29.4 32.2 33.3 33.3 33.  33.1
 26.  26.2 21.  21.6 25.1 23.4 29.1 26.7 26.5 30.2 23.1 26.8 25.  21.9
 27.3 28.8 25.  24.1 23.6 25.2 24.8 25.4 27.1 26.6 28.1].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
1972,2022-05-23 05:18:27,"X = df[df.columns[""soldout"",""name"",""kcal"",""weather"",""precipitation"",""tempreature""]] ","IndexError: only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices"
1973,2022-05-23 05:18:31,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[19.8 17.  15.5 15.2 16.1 14.6 17.9 14.7 17.7 12.1 13.8 13.9 13.5 13.8
 14.9  9.1  7.1 11.  12.3 13.9 11.3 10.8  7.8  6.8  8.4 11.5  8.   7.3
  7.3  9.8 10.9  5.1  5.8  2.9  7.   7.8  6.5 10.4  7.4  8.5 10.1  5.1
 12.6 10.3 15.3 14.1 15.9  3.8  3.   4.2  5.5  7.8  6.3  6.4  1.2 11.6
  6.8  7.3  5.4  8.5  6.6 10.5 11.5  8.5 17.7  7.8  8.3  6.1  6.7  7.
  7.6  8.7 14.8 15.2 11.5 14.  18.9 12.6  7.5 17.4 18.9 18.7 12.4 18.5
 17.5 16.1 18.2 14.3 17.8 13.8 20.1 19.  21.3 16.5 16.4 19.7 21.5 20.1
 11.4 16.4 18.8 19.4 19.9 20.8 22.7 17.5 24.  23.3 18.9 21.  23.4 22.7
 18.6 26.  19.3 23.8 22.8 23.9 17.4 19.  19.8 23.9 23.7 25.7 26.  26.9
 30.6 27.  27.5 21.5 19.9 25.  25.5 22.3 21.3 29.5 28.1 27.6 21.9 27.5
 26.5 26.9 23.7 25.2 25.2 25.4 25.5 28.3 28.8 27.  22.1 24.  29.7 24.6
 28.8 33.9 30.9 30.3 30.9 30.1 25.6 30.2 32.  32.5 33.6 28.9 30.4 30.6
 32.5 32.7 32.7 34.3 34.6 32.1 31.1 32.4 29.4 32.2 33.3 33.3 33.  33.1
 26.  26.2 21.  21.6 25.1 23.4 29.1 26.7 26.5 30.2 23.1 26.8 25.  21.9
 27.3 28.8 25.  24.1 23.6 25.2 24.8 25.4 27.1 26.6 28.1].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
1974,2022-05-23 05:18:38,df=sample(150),NameError: name 'sample' is not defined
1975,2022-05-23 05:18:49,df=de.sample(150),NameError: name 'de' is not defined
1976,2022-05-23 05:18:53,"X = df[['week'],['weather'],['kcal']] ","TypeError: '(['week'], ['weather'], ['kcal'])' is an invalid key"
1977,2022-05-23 05:19:09,X = df[df.columns[dropna(axis=1)]] ,NameError: name 'dropna' is not defined
1978,2022-05-23 05:19:16,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[19.8 17.  15.5 15.2 16.1 14.6 17.9 14.7 17.7 12.1 13.8 13.9 13.5 13.8
 14.9  9.1  7.1 11.  12.3 13.9 11.3 10.8  7.8  6.8  8.4 11.5  8.   7.3
  7.3  9.8 10.9  5.1  5.8  2.9  7.   7.8  6.5 10.4  7.4  8.5 10.1  5.1
 12.6 10.3 15.3 14.1 15.9  3.8  3.   4.2  5.5  7.8  6.3  6.4  1.2 11.6
  6.8  7.3  5.4  8.5  6.6 10.5 11.5  8.5 17.7  7.8  8.3  6.1  6.7  7.
  7.6  8.7 14.8 15.2 11.5 14.  18.9 12.6  7.5 17.4 18.9 18.7 12.4 18.5
 17.5 16.1 18.2 14.3 17.8 13.8 20.1 19.  21.3 16.5 16.4 19.7 21.5 20.1
 11.4 16.4 18.8 19.4 19.9 20.8 22.7 17.5 24.  23.3 18.9 21.  23.4 22.7
 18.6 26.  19.3 23.8 22.8 23.9 17.4 19.  19.8 23.9 23.7 25.7 26.  26.9
 30.6 27.  27.5 21.5 19.9 25.  25.5 22.3 21.3 29.5 28.1 27.6 21.9 27.5
 26.5 26.9 23.7 25.2 25.2 25.4 25.5 28.3 28.8 27.  22.1 24.  29.7 24.6
 28.8 33.9 30.9 30.3 30.9 30.1 25.6 30.2 32.  32.5 33.6 28.9 30.4 30.6
 32.5 32.7 32.7 34.3 34.6 32.1 31.1 32.4 29.4 32.2 33.3 33.3 33.  33.1
 26.  26.2 21.  21.6 25.1 23.4 29.1 26.7 26.5 30.2 23.1 26.8 25.  21.9
 27.3 28.8 25.  24.1 23.6 25.2 24.8 25.4 27.1 26.6 28.1].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
1979,2022-05-23 05:19:22,X = df[df.columns[df.dropna(axis=1)]] ,"IndexError: only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices"
1980,2022-05-23 05:19:27,"model.fit(X, y)",ValueError: Found array with dim 3. Estimator expected <= 2.
1981,2022-05-23 05:20:07,n=input(),KeyboardInterrupt: 
1982,2022-05-23 05:20:26,y = df['販売数'],KeyError: '販売数'
1983,2022-05-23 05:20:41,,"TypeError: ufunc 'true_divide' not supported for the input types, and the inputs could not be safely coerced to any supported types according to the casting rule ''safe''"
1984,2022-05-23 05:21:02,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[404 404 404 404 404 404 404 404 404 404 404 404 404 404 404 404 404 404
 404 404 404 404 404 404 404 404 404 404 404 462 435 440 376 450 415 430
 375 447 426 400 418 415 445 450 448 460 445 430 420 435 425 423 415 438
 432 416 426 405 426 410 408 396 384 436 428 407 413 393 409 396 385 397
 370 372 360 382 400 392 372 350 407 392 315 404 349 377 380 390 350 387
 353 376 362 404 340 370 330 333 325 375 382 340 360 404 342 368 415 420
 415 405 434 400 428 430 403 404 406 425 430 428 400 430 423 414 438 404
 420 418 424 405 430 417 426 413 440 404 440 427 426 430 407 421 430 420
 414 404 435 362 363 412 432 354 370 388 386 404 418 324 434 418 401 409
 355 410 404 432 449 441 386 380 410 400 410 415 404 411 400 396 385 423
 405 404 412 400 410 396 398 380 440 408 405 380 385 460 450 385 404 438
 430 395 400 395 408 394 404 404 398].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
1985,2022-05-23 05:21:07,"X = df['soldout','kcal','payday','temperature']  # 価格以外を全て説明変数に","KeyError: ('soldout', 'kcal', 'payday', 'temperature')"
1986,2022-05-23 05:21:14,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[404 404 404 404 404 404 404 404 404 404 404 404 404 404 404 404 404 404
 404 404 404 404 404 404 404 404 404 404 404 462 435 440 376 450 415 430
 375 447 426 400 418 415 445 450 448 460 445 430 420 435 425 423 415 438
 432 416 426 405 426 410 408 396 384 436 428 407 413 393 409 396 385 397
 370 372 360 382 400 392 372 350 407 392 315 404 349 377 380 390 350 387
 353 376 362 404 340 370 330 333 325 375 382 340 360 404 342 368 415 420
 415 405 434 400 428 430 403 404 406 425 430 428 400 430 423 414 438 404
 420 418 424 405 430 417 426 413 440 404 440 427 426 430 407 421 430 420
 414 404 435 362 363 412 432 354 370 388 386 404 418 324 434 418 401 409
 355 410 404 432 449 441 386 380 410 400 410 415 404 411 400 396 385 423
 405 404 412 400 410 396 398 380 440 408 405 380 385 460 450 385 404 438
 430 395 400 395 408 394 404 404 398].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
1987,2022-05-23 05:21:24,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[404 404 404 404 404 404 404 404 404 404 404 404 404 404 404 404 404 404
 404 404 404 404 404 404 404 404 404 404 404 462 435 440 376 450 415 430
 375 447 426 400 418 415 445 450 448 460 445 430 420 435 425 423 415 438
 432 416 426 405 426 410 408 396 384 436 428 407 413 393 409 396 385 397
 370 372 360 382 400 392 372 350 407 392 315 404 349 377 380 390 350 387
 353 376 362 404 340 370 330 333 325 375 382 340 360 404 342 368 415 420
 415 405 434 400 428 430 403 404 406 425 430 428 400 430 423 414 438 404
 420 418 424 405 430 417 426 413 440 404 440 427 426 430 407 421 430 420
 414 404 435 362 363 412 432 354 370 388 386 404 418 324 434 418 401 409
 355 410 404 432 449 441 386 380 410 400 410 415 404 411 400 396 385 423
 405 404 412 400 410 396 398 380 440 408 405 380 385 460 450 385 404 438
 430 395 400 395 408 394 404 404 398].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
1988,2022-05-23 05:21:25,"X = df[['week','kacl']]  ","KeyError: ""['kacl'] not in index"""
1989,2022-05-23 05:21:34,X=df.dtypes[x.dtypes=='int64'],IndexingError: Unalignable boolean Series provided as indexer (index of the boolean Series and of the indexed object do not match).
1990,2022-05-23 05:21:39,"X = df[df.columns[""name"",""weather""]] ","IndexError: only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices"
1991,2022-05-23 05:21:39,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[0 1 0 1 1 1 0 1 0 0 1 1 1 0 0 1 0 0 0 1 0 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1 1
 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 1 1 0 1 0 0 0 1
 1 0 1 1 1 0 0 0 1 0 0 1 0 1 1 0 1 1 0 1 0 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 1
 0 1 1 1 0 1 0 1 1 0 1 0 1 1 0 0 0 0 1 0 1 0 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0
 1 0 0 1 0 1 0 0 1 0 1 1 1 0 1 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 1 0 0 1 0 0 0
 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
1992,2022-05-23 05:22:23,"X = df[['week'],['weather'],['kcal']] ","TypeError: '(['week'], ['weather'], ['kcal'])' is an invalid key"
1993,2022-05-23 05:22:37,y = df['販売数'],KeyError: '販売数'
1994,2022-05-23 05:22:41,"model.fit(X, y)","ValueError: Expected 2D array, got 1D array instead:
array=[19.8 17.  15.5 15.2 16.1 14.6 17.9 14.7 17.7 12.1 13.8 13.9 13.5 13.8
 14.9  9.1  7.1 11.  12.3 13.9 11.3 10.8  7.8  6.8  8.4 11.5  8.   7.3
  7.3  9.8 10.9  5.1  5.8  2.9  7.   7.8  6.5 10.4  7.4  8.5 10.1  5.1
 12.6 10.3 15.3 14.1 15.9  3.8  3.   4.2  5.5  7.8  6.3  6.4  1.2 11.6
  6.8  7.3  5.4  8.5  6.6 10.5 11.5  8.5 17.7  7.8  8.3  6.1  6.7  7.
  7.6  8.7 14.8 15.2 11.5 14.  18.9 12.6  7.5 17.4 18.9 18.7 12.4 18.5
 17.5 16.1 18.2 14.3 17.8 13.8 20.1 19.  21.3 16.5 16.4 19.7 21.5 20.1
 11.4 16.4 18.8 19.4 19.9 20.8 22.7 17.5 24.  23.3 18.9 21.  23.4 22.7
 18.6 26.  19.3 23.8 22.8 23.9 17.4 19.  19.8 23.9 23.7 25.7 26.  26.9
 30.6 27.  27.5 21.5 19.9 25.  25.5 22.3 21.3 29.5 28.1 27.6 21.9 27.5
 26.5 26.9 23.7 25.2 25.2 25.4 25.5 28.3 28.8 27.  22.1 24.  29.7 24.6
 28.8 33.9 30.9 30.3 30.9 30.1 25.6 30.2 32.  32.5 33.6 28.9 30.4 30.6
 32.5 32.7 32.7 34.3 34.6 32.1 31.1 32.4 29.4 32.2 33.3 33.3 33.  33.1
 26.  26.2 21.  21.6 25.1 23.4 29.1 26.7 26.5 30.2 23.1 26.8 25.  21.9
 27.3 28.8 25.  24.1 23.6 25.2 24.8 25.4 27.1 26.6 28.1].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
1995,2022-05-23 05:23:12,"model.fit(X, y)",ValueError: could not convert string to float: '--'
1996,2022-05-23 05:23:24,X = df[df.dropna(axis=1)] ,"ValueError: Boolean array expected for the condition, not object"
1997,2022-05-23 05:23:41,"model.fit(X_train, y_train)","ValueError: Expected 2D array, got 1D array instead:
array=[104 134 129 129  99  56 107 111  65  93  86  54 137  54  40  64  66  73
  63  57  53 134  80  70  65 160 139  72  59  64 104 118 113  56  50 121
 151  83  80  49  45  62  39  56 120 128  74  53  56  91  64  90  92  76
  82  69  74 126  73 111 126 125  45 171  48 151 100  78  60  56 145  77
  84  77  53  40  53  88  56 153  54  56  85 113 131 101  65  52 120  97
  56  56 157 126  50  84  55  47 107 131  58  62  82  87  75  59  55 129
  58  61  53  54 128 109  55  45 102 126  50  46  68  72 122  65  51  54
 129 115 107  85  57  90 123 100 126 145 116  80  53 110  68  71 121  58].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
1998,2022-05-23 05:23:48,"print('R2(テスト):', r2_score(y_test, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [104, 83]"
1999,2022-05-23 05:23:54,"X = df[['完売フラグ','気温']]  # 価格以外を全て説明変数に","KeyError: ""['完売フラグ'] not in index"""
2000,2022-05-23 05:24:00,from janome.tokenizer import Tokenizer,ModuleNotFoundError: No module named 'janome'
2001,2022-05-23 05:24:03,"print('R2(テスト):', r2_score(y_test, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [85, 83]"
2002,2022-05-23 05:24:15,"model.fit(X, y)",ValueError: could not convert string to float: '2013-11-18'
2003,2022-05-23 05:24:27,"X = df[['kcal'],['temperature']] #一つ選ぶ","TypeError: '(['kcal'], ['temperature'])' is an invalid key"
2004,2022-05-23 05:24:43,"model.fit(X_train, y_train)","ValueError: Expected 2D array, got 1D array instead:
array=[104 134 129 129  99  56 107 111  65  93  86  54 137  54  40  64  66  73
  63  57  53 134  80  70  65 160 139  72  59  64 104 118 113  56  50 121
 151  83  80  49  45  62  39  56 120 128  74  53  56  91  64  90  92  76
  82  69  74 126  73 111 126 125  45 171  48 151 100  78  60  56 145  77
  84  77  53  40  53  88  56 153  54  56  85 113 131 101  65  52 120  97
  56  56 157 126  50  84  55  47 107 131  58  62  82  87  75  59  55 129
  58  61  53  54 128 109  55  45 102 126  50  46  68  72 122  65  51  54
 129 115 107  85  57  90 123 100 126 145 116  80  53 110  68  71 121  58].
Reshape your data either using array.reshape(-1, 1) if your data has a single feature or array.reshape(1, -1) if it contains a single sample."
2005,2022-05-23 05:24:45,"X = df[['df_week','kacl']]  ","KeyError: ""None of [Index(['df_week', 'kacl'], dtype='object')] are in the [columns]"""
2006,2022-05-23 05:24:46,"X = df[['kcal'],['temperature']] #一つ選ぶ","TypeError: '(['kcal'], ['temperature'])' is an invalid key"
2007,2022-05-23 05:24:58,"X = df[df.columns[:-1]],index_datetime",NameError: name 'index_datetime' is not defined
2008,2022-05-23 05:25:12,"model.fit(X, y)",ValueError: Found array with dim 3. Estimator expected <= 2.
2009,2022-05-23 05:25:15,from janome.tokenizer import Tokenizer,ModuleNotFoundError: No module named 'janome'
2010,2022-05-23 05:25:19,"model.fit(X, y)",ValueError: Found array with dim 3. Estimator expected <= 2.
2011,2022-05-23 05:25:29,"X_train = pd.get_dummies(train[['week', 'temperature']])",NameError: name 'train' is not defined
2012,2022-05-23 05:25:37,import janome,ModuleNotFoundError: No module named 'janome'
2013,2022-05-23 05:25:40,"model.fit(X, y)",ValueError: Unable to convert array of bytes/strings into decimal numbers with dtype='numeric'
2014,2022-05-23 05:25:49,from sklearn.metrics import datetime,ImportError: cannot import name 'datetime' from 'sklearn.metrics' (/usr/local/lib/python3.7/dist-packages/sklearn/metrics/__init__.py)
2015,2022-05-23 05:25:54,"model.fit(X, y)",ValueError: Unable to convert array of bytes/strings into decimal numbers with dtype='numeric'
2016,2022-05-23 05:25:59,"model.fit(X, y)",ValueError: Unable to convert array of bytes/strings into decimal numbers with dtype='numeric'
2017,2022-05-23 05:26:00,"r2 = r2_score(y, y_pred)",NameError: name 'y_pred' is not defined
2018,2022-05-23 05:26:31,"df.drop('datetime', axis=1, inplace=True)","KeyError: ""['datetime'] not found in axis"""
2019,2022-05-23 05:26:31,"model.fit(X, y)",ValueError: Found array with dim 4. Estimator expected <= 2.
2020,2022-05-23 05:26:39,"X = df[['week'],['weather'],['temperature']]  # 価格以外を全て説明変数に","TypeError: '(['week'], ['weather'], ['temperature'])' is an invalid key"
2021,2022-05-23 05:26:57,"model.fit(X, y)",ValueError: Unable to convert array of bytes/strings into decimal numbers with dtype='numeric'
2022,2022-05-23 05:27:11,"model.fit(X, y)",ValueError: could not convert string to float: '厚切りイカフライ'
2023,2022-05-23 05:27:15,"model.fit(X, y)",ValueError: could not convert string to float: '快晴'
2024,2022-05-23 05:27:26,"X = df[['week'],['weather'],['temperature']] ","TypeError: '(['week'], ['weather'], ['temperature'])' is an invalid key"
2025,2022-05-23 05:27:32,"model.fit(X, y)",ValueError: Unable to convert array of bytes/strings into decimal numbers with dtype='numeric'
2026,2022-05-23 05:28:02,"X = df[df.columns[""soldout"",""kcal"",""payday"",""temperature""]]","IndexError: only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices"
2027,2022-05-23 05:28:12,"model.fit(X, y)",ValueError: could not convert string to float: '快晴'
2028,2022-05-23 05:28:29,"model.fit(X, y)",ValueError: could not convert string to float: '月'
2029,2022-05-23 05:29:07,"model.fit(X, y)",ValueError: could not convert string to float: '2013-11-18'
2030,2022-05-23 05:29:15,"df_weather = pd.get_dummies(df['weather'], dummy_na=False, columns=['weather'])",KeyError: 'weather'
2031,2022-05-23 05:29:22,de['name'],NameError: name 'de' is not defined
2032,2022-05-23 05:30:19,df.groupby('天気')['y'].median(),KeyError: 'Column not found: y'
2033,2022-05-23 05:30:43,"X = df[df.columns[soldout,kcal,payday,temperature]]",NameError: name 'soldout' is not defined
2034,2022-05-23 05:30:54,df.head(df['neme']),KeyError: 'neme'
2035,2022-05-23 05:30:59,X = df[df.columns[soldout]],NameError: name 'soldout' is not defined
2036,2022-05-23 05:31:03,"model.fit(X, y)",ValueError: could not convert string to float: '2013-11-18'
2037,2022-05-23 05:31:43,df_week = show(),NameError: name 'show' is not defined
2038,2022-05-23 05:31:46,"X = df[['week','kacl']]  ","KeyError: ""['kacl'] not in index"""
2039,2022-05-23 05:31:54,df_week.info,AttributeError: 'int' object has no attribute 'info'
2040,2022-05-23 05:31:56,"model.fit(X, y)",ValueError: Unable to convert array of bytes/strings into decimal numbers with dtype='numeric'
2041,2022-05-23 05:32:08,"model.fit(X, y)",ValueError: could not convert string to float: '快晴'
2042,2022-05-23 05:32:23,"X = df[df.columns[""kcal""]]","IndexError: only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices"
2043,2022-05-23 05:33:12,"model.fit(X, y)",ValueError: could not convert string to float: '快晴'
2044,2022-05-23 05:33:30,"df['week'] = pd.get_dummies(df['week'], dummy_na=False, columns=['week'])",ValueError: Columns must be same length as key
2045,2022-05-23 05:33:40,"df['week'] = pd.get_dummies(df['week'], dummy_na=False, columns=['week'])",ValueError: Columns must be same length as key
2046,2022-05-23 05:34:00,"X = df[['week','kacl']]  ","KeyError: ""['kacl'] not in index"""
2047,2022-05-23 05:34:03,"model.fit(X, y)",ValueError: could not convert string to float: '月'
2048,2022-05-23 05:34:19,"model.fit(X, y)",ValueError: could not convert string to float: '月'
2049,2022-05-23 05:34:47,"df.drop('datetime','week', axis=1, inplace=True)",TypeError: drop() got multiple values for argument 'axis'
2050,2022-05-23 05:34:59,"df.drop('datetime', axis=1, inplace=True)","KeyError: ""['datetime'] not found in axis"""
2051,2022-05-23 05:35:00,df['week'] = df['df_week'],KeyError: 'df_week'
2052,2022-05-23 05:35:19,"sns.countplot(x='曜日', data=df)",ValueError: Could not interpret input '曜日'
2053,2022-05-23 05:35:30,"df.drop('datetie', axis=1, inplace=True)","KeyError: ""['datetie'] not found in axis"""
2054,2022-05-23 05:35:53,y_pred = model.predict(X),NotFittedError: This LinearRegression instance is not fitted yet. Call 'fit' with appropriate arguments before using this estimator.
2055,2022-05-23 05:36:01,"sns.countplot(x='曜日', data=df)",ValueError: Could not interpret input '曜日'
2056,2022-05-23 05:36:03,"print('R2(訓練):', r2_score(y_train, model.predict(X_train)))","ValueError: X has 4 features, but LinearRegression is expecting 2 features as input."
2057,2022-05-23 05:36:06,"df.drop('datetie', axis=1, inplace=True)","KeyError: ""['datetie'] not found in axis"""
2058,2022-05-23 05:36:08,"X = df[df['soldout','kcal']]  # 価格以外を全て説明変数に","KeyError: ('soldout', 'kcal')"
2059,2022-05-23 05:36:26,"print('R2(テスト):', r2_score(y_test, y_pred))","ValueError: Found input variables with inconsistent numbers of samples: [83, 207]"
2060,2022-05-23 05:36:57,"X = df[df.columns['soldout','kcal']]  # 価格以外を全て説明変数に","IndexError: only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices"
2061,2022-05-23 05:37:07,"df.drop('rewarks', axis=1, inplace=True)","KeyError: ""['rewarks'] not found in axis"""
2062,2022-05-23 05:37:07,"model.fit(X, y)",ValueError: Unable to convert array of bytes/strings into decimal numbers with dtype='numeric'
2063,2022-05-23 05:37:16,"    model.fit(X, y)",ValueError: could not convert string to float: '2013-11-18'
2064,2022-05-23 05:37:34,"model.fit(X, y)",ValueError: could not convert string to float: '2013-11-18'
2065,2022-05-23 05:37:44,df['曜日（月～金'].map({,KeyError: '曜日（月～金'
2066,2022-05-23 05:38:01,"model.fit(X, y)",ValueError: could not convert string to float: '特になし'
2067,2022-05-23 05:38:33,df['week'] = df['week'].fillna(df['week'].df_week),AttributeError: 'Series' object has no attribute 'df_week'
2068,2022-05-23 05:38:36,"df.drop('rewarks', axis=1, inplace=True)","KeyError: ""['rewarks'] not found in axis"""
2069,2022-05-23 05:38:52,"model.fit(X_train,y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float64')."
2070,2022-05-23 05:38:56,"df.drop('string', axis=1, inplace=True)","KeyError: ""['string'] not found in axis"""
2071,2022-05-23 05:39:00,"model.fit(X, y)",ValueError: could not convert string to float: '月'
2072,2022-05-23 05:40:02,df['week'] = df['week'].fillna(df['week'].map()),TypeError: map() missing 1 required positional argument: 'arg'
2073,2022-05-23 05:40:14,"df.drop('', axis=1, inplace=True)","KeyError: ""[''] not found in axis"""
2074,2022-05-23 05:40:31,"model.fit(X, y)",ValueError: could not convert string to float: '--'
2075,2022-05-23 05:40:43,df=df+df[Weather],"KeyError: ""None of [Float64Index([0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, nan, 2.0, 0.0,\n              ...\n              nan, 3.0, 3.0, 2.0, nan, 3.0, 3.0, nan, 0.0, 0.0],\n             dtype='float64', length=207)] are in the [columns]"""
2076,2022-05-23 05:41:23,"df.drop('precipation', axis=1, inplace=True)","KeyError: ""['precipation'] not found in axis"""
2077,2022-05-23 05:42:52,df['remark'] = df['remark'].map({,KeyError: 'remark'
2078,2022-05-23 05:43:00,"model.fit(X_train,y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float64')."
2079,2022-05-23 05:43:37,df['weather_num'],KeyError: 'weather_num'
2080,2022-05-23 05:44:00,"df['week'] = df_week = pd.get_dummies(df['week'], dummy_na=False, columns=['week'])",ValueError: Columns must be same length as key
2081,2022-05-23 05:44:11,"df[['kcal','wether_num','temperature']]","KeyError: ""['wether_num'] not in index"""
2082,2022-05-23 05:44:31,"df['kcal','weather','temperature']","KeyError: ('kcal', 'weather', 'temperature')"
2083,2022-05-23 05:44:33,"X = df[['week'],['weather'],['temperature']] ","TypeError: '(['week'], ['weather'], ['temperature'])' is an invalid key"
2084,2022-05-23 05:44:39,"df[['week','weather_num','temprature']]","KeyError: ""['weather_num', 'temprature'] not in index"""
2085,2022-05-23 05:44:50,"X = df[['week_num'],['weather_num'],['temperature']] ","TypeError: '(['week_num'], ['weather_num'], ['temperature'])' is an invalid key"
2086,2022-05-23 05:44:53,"df[['week','weather_num','temperature']]","KeyError: ""['weather_num'] not in index"""
2087,2022-05-23 05:44:58,"df['kcal','weather','temperature']","KeyError: ('kcal', 'weather', 'temperature')"
2088,2022-05-23 05:45:45,"X = df[['week_num'],['weather_num'],['temperature']['kcal']] ","TypeError: list indices must be integers or slices, not str"
2089,2022-05-23 05:45:54,X = df[df.columns['kcal']],"IndexError: only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices"
2090,2022-05-23 05:45:57,"df[['kcal','weather_num','tempreture']]","KeyError: ""['weather_num', 'tempreture'] not in index"""
2091,2022-05-23 05:46:00,"X = df[['week_num'],['weather_num'],['temperature'],['kcal']] ","TypeError: '(['week_num'], ['weather_num'], ['temperature'], ['kcal'])' is an invalid key"
2092,2022-05-23 05:46:04,"model.fit(X, y)",ValueError: could not convert string to float: '2013-11-18'
2093,2022-05-23 05:46:35,"df[['kcal','weather_num','tempreture']]","KeyError: ""['tempreture'] not in index"""
2094,2022-05-23 05:46:48,"X = df[['week_num'],['weather_num'],['temperature'],['kcal']] ","TypeError: '(['week_num'], ['weather_num'], ['temperature'], ['kcal'])' is an invalid key"
